#TimeStamp#	#Collision Event#	#Mode Switch Event#	#Reset Event#	#Waypoint Event#	#PositionX#	#PositionY#	#PositionZ#	#OrientationX#	#OrientationY#	#OrientationZ#	#OrientationW#	#HeadOrientationX#	#HeadOrientationY#	#HeadOrientationZ#	#WayPointX#	#WayPointY#	#WayPointZ#	#Accelerate#
149.3751	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.47862	1.8	-169.7921	0	-0.09823629	0	0.9951632	0	0	0	0	0	0	0
149.3951	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.48065	1.922491	-169.7934	0	-0.09786195	0	0.9952	0	0	0	0	0	0	0
149.4151	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.48268	2.040982	-169.7948	0	-0.09767479	0	0.9952184	0	0	0	0	0	0	0
149.4351	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.4847	2.163473	-169.7961	0	-0.09748762	0	0.9952368	0	0	0	0	0	0	0
149.4551	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.48673	2.281965	-169.7975	0	-0.09730045	0	0.9952551	0	0	0	0	0	0	0
149.4751	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.48875	2.396456	-169.7988	0	-0.09692609	0	0.9952917	0	0	0	0	0	0	0
149.4951	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.49078	2.502947	-169.8002	0	-0.0967389	0	0.9953098	0	0	0	0	0	0	0
149.5151	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.49281	2.605438	-169.8016	0	-0.09655172	0	0.995328	0	0	0	0	0	0	0
149.5351	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.49483	2.703929	-169.8029	0	-0.09636453	0	0.9953462	0	0	0	0	0	0	0
149.5551	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.49686	2.79842	-169.8043	0	-0.09617732	0	0.9953642	0	0	0	0	0	0	0
149.5751	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.49888	2.888911	-169.8056	0	-0.09580293	0	0.9954004	0	0	0	0	0	0	0
149.5951	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.5009	2.971403	-169.807	0	-0.09561573	0	0.9954184	0	0	0	0	0	0	0
149.6151	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.50293	3.049894	-169.8083	0	-0.09542853	0	0.9954364	0	0	0	0	0	0	0
149.6351	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.50495	3.124385	-169.8097	0	-0.0952413	0	0.9954542	0	0	0	0	0	0	0
149.6552	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.50697	3.194876	-169.8111	0	-0.09505409	0	0.9954721	0	0	0	0	0	0	0
149.6752	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.50899	3.261367	-169.8124	0	-0.09467965	0	0.9955078	0	0	0	0	0	0	0
149.6952	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.51101	3.319858	-169.8138	0	-0.09449243	0	0.9955257	0	0	0	0	0	0	0
149.7152	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.51303	3.374349	-169.8152	0	-0.0943052	0	0.9955434	0	0	0	0	0	0	0
