#TimeStamp#	#Collision Event#	#Mode Switch Event#	#Reset Event#	#Waypoint Event#	#PositionX#	#PositionY#	#PositionZ#	#OrientationX#	#OrientationY#	#OrientationZ#	#OrientationW#	#HeadOrientationX#	#HeadOrientationY#	#HeadOrientationZ#	#WayPointX#	#WayPointY#	#WayPointZ#	#Accelerate#
637.5997	COLLISION_NONE	IDLE_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	1.8	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
637.6197	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	1.922491	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
637.6397	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	2.040982	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
637.6597	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	2.155473	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
637.6797	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	2.265965	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
637.6998	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	2.372456	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
637.7198	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	2.470947	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
637.7398	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	2.565438	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
637.7598	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	2.655929	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
637.7798	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	2.74242	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
637.7999	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	2.860911	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
637.8199	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	2.983402	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
637.8399	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	3.105893	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
637.8599	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	3.228384	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
637.8799	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	3.346876	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
637.9	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	3.457367	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
637.92	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	3.563858	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
637.94	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	3.666349	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
637.96	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	3.76484	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
637.98	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	3.859331	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
638.0001	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	3.945822	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
638.0201	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	4.028313	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
638.0401	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	4.106804	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
638.0601	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	4.181295	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
638.0801	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	4.251787	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
638.1002	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	4.314278	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
638.1202	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	4.372769	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
638.1402	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	4.42726	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
638.1602	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	4.477751	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
638.1802	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	4.524242	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
638.2003	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	4.562734	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
638.2203	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	4.597225	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
638.2403	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	4.627716	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
638.2603	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	4.654207	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
638.2803	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	4.676698	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
638.3004	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	4.691189	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
638.3204	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	4.70168	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
638.3404	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	4.708171	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
638.3604	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	4.710662	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
638.3804	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	4.705153	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
638.4005	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	153.3597	4.695644	170.3278	0	0.9238794	0	-0.3826836	0	0	0	0	0	0	0
