#TimeStamp#	#Collision Event#	#Mode Switch Event#	#Reset Event#	#Waypoint Event#	#PositionX#	#PositionY#	#PositionZ#	#OrientationX#	#OrientationY#	#OrientationZ#	#OrientationW#	#HeadOrientationX#	#HeadOrientationY#	#HeadOrientationZ#	#WayPointX#	#WayPointY#	#WayPointZ#	#Accelerate#
436.3587	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.4617	1.8	74.9291	0	0.8058873	0	0.592069	0	0	0	0	0	0	0
436.3787	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.4642	1.918491	74.92779	0	0.8059986	0	0.5919174	0	0	0	0	0	0	0
436.3987	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.4666	2.040982	74.92651	0	0.80611	0	0.5917658	0	0	0	0	0	0	0
436.4187	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.469	2.159473	74.92525	0	0.8062212	0	0.5916142	0	0	0	0	0	0	0
436.4387	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.4714	2.273965	74.92402	0	0.8063324	0	0.5914626	0	0	0	0	0	0	0
436.4587	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.4737	2.384456	74.92281	0	0.8065549	0	0.5911593	0	0	0	0	0	0	0
436.4787	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.476	2.486947	74.92162	0	0.8066661	0	0.5910076	0	0	0	0	0	0	0
436.4987	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.4782	2.585438	74.92046	0	0.8067771	0	0.5908558	0	0	0	0	0	0	0
436.5186	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.4804	2.679929	74.9193	0	0.8068883	0	0.5907041	0	0	0	0	0	0	0
436.5386	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.4827	2.77042	74.91814	0	0.8071103	0	0.5904006	0	0	0	0	0	0	0
436.5586	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.4848	2.852911	74.91701	0	0.8072214	0	0.5902488	0	0	0	0	0	0	0
436.5786	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.487	2.931403	74.91587	0	0.8073324	0	0.590097	0	0	0	0	0	0	0
436.5986	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.4892	3.005894	74.91474	0	0.8074434	0	0.5899452	0	0	0	0	0	0	0
436.6186	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.4914	3.076385	74.91361	0	0.8075543	0	0.5897933	0	0	0	0	0	0	0
436.6386	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.4936	3.142876	74.91249	0	0.807776	0	0.5894896	0	0	0	0	0	0	0
436.6586	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.4957	3.201367	74.91137	0	0.8078869	0	0.5893376	0	0	0	0	0	0	0
436.6786	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.4979	3.255858	74.91025	0	0.8079976	0	0.5891857	0	0	0	0	0	0	0
436.6985	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5001	3.306349	74.90913	0	0.8081085	0	0.5890338	0	0	0	0	0	0	0
436.7185	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5022	3.35284	74.90802	0	0.8082192	0	0.5888817	0	0	0	0	0	0	0
436.7385	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5044	3.395332	74.90691	0	0.8084407	0	0.5885777	0	0	0	0	0	0	0
436.7585	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5066	3.429823	74.90579	0	0.8085514	0	0.5884257	0	0	0	0	0	0	0
436.7785	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5087	3.460314	74.90468	0	0.8086619	0	0.5882736	0	0	0	0	0	0	0
436.7985	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5109	3.486805	74.90357	0	0.8087726	0	0.5881215	0	0	0	0	0	0	0
436.8185	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5131	3.509296	74.90247	0	0.8088832	0	0.5879694	0	0	0	0	0	0	0
436.8385	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5152	3.527787	74.90136	0	0.8091043	0	0.5876651	0	0	0	0	0	0	0
436.8585	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5174	3.538278	74.90025	0	0.8092148	0	0.5875129	0	0	0	0	0	0	0
436.8784	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5196	3.54477	74.89915	0	0.8093253	0	0.5873607	0	0	0	0	0	0	0
436.8984	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5217	3.547261	74.89804	0	0.8094357	0	0.5872085	0	0	0	0	0	0	0
436.9184	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5239	3.545752	74.89693	0	0.8095462	0	0.5870563	0	0	0	0	0	0	0
436.9384	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5261	3.540243	74.89583	0	0.8097669	0	0.5867518	0	0	0	0	0	0	0
436.9584	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5282	3.526734	74.89473	0	0.8098773	0	0.5865995	0	0	0	0	0	0	0
436.9784	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5304	3.509225	74.89363	0	0.8099875	0	0.5864471	0	0	0	0	0	0	0
436.9984	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5326	3.487716	74.89253	0	0.8100978	0	0.5862948	0	0	0	0	0	0	0
437.0184	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5348	3.462207	74.89143	0	0.810208	0	0.5861424	0	0	0	0	0	0	0
437.0384	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.537	3.432698	74.89034	0	0.8104284	0	0.5858377	0	0	0	0	0	0	0
437.0583	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5392	3.39519	74.88924	0	0.8105386	0	0.5856853	0	0	0	0	0	0	0
437.0783	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5413	3.353681	74.88814	0	0.8106486	0	0.5855328	0	0	0	0	0	0	0
437.0983	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5435	3.308172	74.88704	0	0.8107588	0	0.5853804	0	0	0	0	0	0	0
437.1183	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5457	3.258663	74.88595	0	0.8109789	0	0.5850754	0	0	0	0	0	0	0
437.1383	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5479	3.201154	74.88486	0	0.8110889	0	0.5849229	0	0	0	0	0	0	0
437.1583	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5501	3.139645	74.88377	0	0.8111989	0	0.5847704	0	0	0	0	0	0	0
437.1783	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	-188.5522	3.074136	74.88268	0	0.8113089	0	0.5846178	0	0	0	0	0	0	0
