#TimeStamp#	#Collision Event#	#Mode Switch Event#	#Reset Event#	#Waypoint Event#	#PositionX#	#PositionY#	#PositionZ#	#OrientationX#	#OrientationY#	#OrientationZ#	#OrientationW#	#HeadOrientationX#	#HeadOrientationY#	#HeadOrientationZ#	#WayPointX#	#WayPointY#	#WayPointZ#	#Accelerate#
1.319999	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52044	1.8	-169.8717	0	-0.1197758	0	0.992801	0	0	0	0	0	0	0.01077548
1.339999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52044	1.8	-169.8717	0	-0.1194927	0	0.9928352	0	0	0	0	0	0	0.01077548
1.359999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52045	1.8	-169.8718	0	-0.1193039	0	0.9928578	0	0	0	0	0	0	0.01077548
1.379999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52046	1.8	-169.8718	0	-0.1190208	0	0.9928918	0	0	0	0	0	0	0.01077548
1.399999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52047	1.8	-169.8719	0	-0.1189265	0	0.9929031	0	0	0	0	0	0	0.01077548
1.419999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52047	1.8	-169.8719	0	-0.1187377	0	0.9929257	0	0	0	0	0	0	0.01077548
1.439999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52048	1.8	-169.8719	0	-0.1184546	0	0.9929595	0	0	0	0	0	0	0.01077548
1.459999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52049	1.8	-169.8719	0	-0.1183602	0	0.9929708	0	0	0	0	0	0	0.01077548
1.479999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.5205	1.8	-169.872	0	-0.1181715	0	0.9929932	0	0	0	0	0	0	0.01077548
1.499999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.5205	1.8	-169.872	0	-0.1178883	0	0.9930269	0	0	0	0	0	0	0.01077548
1.519999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52052	1.8	-169.872	0	-0.1176995	0	0.9930493	0	0	0	0	0	0	0.01077548
1.539999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52052	1.8	-169.8721	0	-0.1176051	0	0.9930604	0	0	0	0	0	0	0.01077548
1.559999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52053	1.8	-169.8721	0	-0.117322	0	0.993094	0	0	0	0	0	0	0.01077548
1.579999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52054	1.8	-169.8721	0	-0.1172276	0	0.9931051	0	0	0	0	0	0	0.01077548
1.599999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52054	1.8	-169.8721	0	-0.1169444	0	0.9931384	0	0	0	0	0	0	0.01077548
1.619999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52055	1.8	-169.8722	0	-0.1167556	0	0.9931607	0	0	0	0	0	0	0.01077548
1.639999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52056	1.8	-169.8722	0	-0.1166612	0	0.9931718	0	0	0	0	0	0	0.01077548
1.659999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52057	1.8	-169.8722	0	-0.1162836	0	0.993216	0	0	0	0	0	0	0.01077548
1.679999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52058	1.8	-169.8723	0	-0.1161892	0	0.9932271	0	0	0	0	0	0	0.01077548
1.699999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52058	1.8	-169.8723	0	-0.1160004	0	0.9932492	0	0	0	0	0	0	0.01077548
1.719999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52059	1.8	-169.8723	0	-0.1157172	0	0.9932823	0	0	0	0	0	0	0.01077548
1.739999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.5206	1.8	-169.8724	0	-0.1155284	0	0.9933042	0	0	0	0	0	0	0.01077548
1.759999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52061	1.8	-169.8724	0	-0.1153396	0	0.9933261	0	0	0	0	0	0	0.01077548
1.779999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52062	1.8	-169.8725	0	-0.1150563	0	0.993359	0	0	0	0	0	0	0.01077548
1.799999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52063	1.8	-169.8725	0	-0.1149619	0	0.9933699	0	0	0	0	0	0	0.01077548
1.819999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52063	1.8	-169.8725	0	-0.1146786	0	0.9934027	0	0	0	0	0	0	0.01077548
1.839999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52065	1.8	-169.8726	0	-0.1144898	0	0.9934245	0	0	0	0	0	0	0.01077548
1.859999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52065	1.8	-169.8726	0	-0.1143954	0	0.9934354	0	0	0	0	0	0	0.01077548
1.879999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52066	1.8	-169.8726	0	-0.1141121	0	0.9934679	0	0	0	0	0	0	0.01077548
1.899999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52067	1.8	-169.8727	0	-0.1139233	0	0.9934896	0	0	0	0	0	0	0.01077548
1.919999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52068	1.8	-169.8727	0	-0.1137344	0	0.9935112	0	0	0	0	0	0	0.01077548
1.939999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52068	1.8	-169.8727	0	-0.1134511	0	0.9935436	0	0	0	0	0	0	0.01077548
1.959999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52069	1.8	-169.8728	0	-0.1133567	0	0.9935544	0	0	0	0	0	0	0.01077548
1.979999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.5207	1.8	-169.8728	0	-0.1131678	0	0.993576	0	0	0	0	0	0	0.01077548
1.999999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52071	1.8	-169.8728	0	-0.1128845	0	0.9936082	0	0	0	0	0	0	0.01077548
2.019999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52072	1.8	-169.8728	0	-0.1126956	0	0.9936296	0	0	0	0	0	0	0.01077548
2.039999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52073	1.8	-169.8729	0	-0.1125067	0	0.993651	0	0	0	0	0	0	0.01077548
2.059999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52073	1.8	-169.8729	0	-0.1122234	0	0.993683	0	0	0	0	0	0	0.01077548
2.079999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52074	1.8	-169.873	0	-0.1121289	0	0.9936937	0	0	0	0	0	0	0.01077548
2.099999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52075	1.8	-169.873	0	-0.1118456	0	0.9937257	0	0	0	0	0	0	0.01077548
2.119999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52076	1.8	-169.873	0	-0.1116567	0	0.9937469	0	0	0	0	0	0	0.01077548
2.139999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52077	1.8	-169.873	0	-0.1114678	0	0.9937681	0	0	0	0	0	0	0.01077548
2.159999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52077	1.8	-169.8731	0	-0.1111844	0	0.9937999	0	0	0	0	0	0	0.01077548
2.179999	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	56.52079	1.8	-169.8731	0	-0.1110899	0	0.9938104	0	0	0	0	0	0	0.01077548
