#TimeStamp#	#Collision Event#	#Mode Switch Event#	#Reset Event#	#Waypoint Event#	#PositionX#	#PositionY#	#PositionZ#	#OrientationX#	#OrientationY#	#OrientationZ#	#OrientationW#	#HeadOrientationX#	#HeadOrientationY#	#HeadOrientationZ#	#WayPointX#	#WayPointY#	#WayPointZ#	#Accelerate#
326.5591	COLLISION_NONE	WAIT_SWITCH	NOT_RESET	NOT_WAYPOINT	145.6653	1.8	164.0207	0	0.887324	0	-0.4611466	0	0	0	0	0	0	0.01077548
326.5791	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	145.6653	1.8	164.0207	0	0.8872364	0	-0.4613153	0	0	0	0	0	0	0.01077548
326.5991	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	145.6654	1.8	164.0208	0	0.8871925	0	-0.4613996	0	0	0	0	0	0	0.01077548
326.619	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	145.6654	1.8	164.0208	0	0.8870609	0	-0.4616526	0	0	0	0	0	0	0.01077548
326.639	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	145.6654	1.8	164.0208	0	0.887017	0	-0.4617369	0	0	0	0	0	0	0.01077548
326.659	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	145.6654	1.8	164.0208	0	0.8869292	0	-0.4619054	0	0	0	0	0	0	0.01077548
326.679	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	145.6655	1.8	164.0208	0	0.8867974	0	-0.4621584	0	0	0	0	0	0	0.01077548
326.699	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	145.6655	1.8	164.0209	0	0.8867535	0	-0.4622426	0	0	0	0	0	0	0.01077548
326.719	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	145.6655	1.8	164.0209	0	0.8867096	0	-0.4623269	0	0	0	0	0	0	0.01077548
326.739	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	145.6655	1.8	164.0209	0	0.8865777	0	-0.4625798	0	0	0	0	0	0	0.01077548
326.759	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	145.6655	1.8	164.0209	0	0.8864897	0	-0.4627483	0	0	0	0	0	0	0.01077548
326.779	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	145.6656	1.8	164.0209	0	0.8864018	0	-0.4629168	0	0	0	0	0	0	0.01077548
326.799	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	145.6656	1.8	164.021	0	0.8863138	0	-0.4630853	0	0	0	0	0	0	0.01077548
326.8189	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	145.6656	1.8	164.021	0	0.8862697	0	-0.4631695	0	0	0	0	0	0	0.01077548
326.8389	COLLISION_NONE	NOT_SWITCH	NOT_RESET	NOT_WAYPOINT	145.6656	1.8	164.021	0	0.8861817	0	-0.463338	0	0	0	0	0	0	0.01077548
