#Segway Trial Path#
#TimeStamp#	#PositionX#	#PositionY#	#PositionZ#	#OrientationX#	#OrientationY#	#OrientationZ#	#OrientationW#	
0	-322.4953	1.8	-250.3478	0	0.0008978063	0	0.9999996
0.02	-322.4704	1.8	-250.7458	0	0.003164412	0	0.999995
0.04	-322.4366	1.8	-251.182	0	0.005426843	0	0.9999853
0.06	-322.4033	1.8	-251.6189	0	0.007685196	0	0.9999705
0.08	-322.3705	1.8	-252.0558	0	0.009939517	0	0.9999506
0.09999999	-322.3383	1.8	-252.4927	0	0.01218983	0	0.9999257
0.12	-322.2715	1.8	-253.2274	0	0.01667845	0	0.9998609
0.14	-322.241	1.8	-253.6642	0	0.01891675	0	0.9998211
0.16	-322.2463	1.8	-253.8031	0	0.01891675	0	0.9998211
0.18	-322.2162	1.8	-254.2398	0	0.02115106	0	0.9997763
0.2	-322.1866	1.8	-254.6765	0	0.02338136	0	0.9997267
0.22	-322.1574	1.8	-255.1132	0	0.02560765	0	0.9996721
0.24	-322.1288	1.8	-255.5498	0	0.02782993	0	0.9996127
0.26	-322.1007	1.8	-255.9864	0	0.0300482	0	0.9995485
0.28	-322.0731	1.8	-256.4229	0	0.03226243	0	0.9994794
0.3	-322.046	1.8	-256.8593	0	0.03447266	0	0.9994057
0.32	-322.0193	1.8	-257.2957	0	0.03668525	0	0.9993269
0.34	-322.0295	1.8	-257.4343	0	0.03668525	0	0.9993269
0.36	-322.0032	1.8	-257.8706	0	0.0388906	0	0.9992435
0.38	-321.9774	1.8	-258.3069	0	0.04109031	0	0.9991555
0.4	-321.952	1.8	-258.7431	0	0.04328519	0	0.9990628
0.42	-321.9271	1.8	-259.1792	0	0.04548202	0	0.9989651
0.4400001	-321.9026	1.8	-259.6153	0	0.04767141	0	0.9988631
0.4600001	-321.8786	1.8	-260.0512	0	0.04986143	0	0.9987562
0.4800001	-321.8924	1.8	-260.1895	0	0.04986143	0	0.9987562
0.5000001	-321.8686	1.8	-260.6254	0	0.05204335	0	0.9986448
0.52	-321.8453	1.8	-261.0612	0	0.05422559	0	0.9985287
0.54	-321.8224	1.8	-261.4969	0	0.05639955	0	0.9984083
0.56	-321.7999	1.8	-261.9325	0	0.05857373	0	0.9982831
0.58	-321.8162	1.8	-262.0705	0	0.05857373	0	0.9982831
0.6	-321.7939	1.8	-262.506	0	0.06074599	0	0.9981533
0.6199999	-321.7719	1.8	-262.9399	0	0.06290886	0	0.9980193
0.6399999	-321.7504	1.8	-263.3752	0	0.065065	0	0.9978811
0.6599999	-321.7684	1.8	-263.5129	0	0.065065	0	0.9978811
0.6799999	-321.7472	1.8	-263.9481	0	0.06721575	0	0.9977385
0.6999999	-321.7263	1.8	-264.3832	0	0.06936815	0	0.9975912
0.7199998	-321.7056	1.8	-264.8167	0	0.07151294	0	0.9974397
0.7399998	-321.6854	1.8	-265.2515	0	0.07365191	0	0.997284
0.7599998	-321.7058	1.8	-265.3889	0	0.07365191	0	0.997284
0.7799998	-321.6859	1.8	-265.8236	0	0.07579231	0	0.9971237
0.7999998	-321.666	1.8	-266.2568	0	0.07793136	0	0.9969587
0.8199998	-321.6467	1.8	-266.6912	0	0.08006769	0	0.9967895
0.8399997	-321.6277	1.8	-267.1255	0	0.08219425	0	0.9966164
0.8599997	-321.6505	1.8	-267.2626	0	0.08219425	0	0.9966164
0.8799997	-321.6316	1.8	-267.6967	0	0.08431387	0	0.9964393
0.8999997	-321.6549	1.8	-267.8337	0	0.08431387	0	0.9964393
0.9199997	-321.6361	1.8	-268.2677	0	0.08642799	0	0.9962581
0.9399996	-321.6176	1.8	-268.7015	0	0.08853732	0	0.9960729
0.9599996	-321.5994	1.8	-269.1352	0	0.09064222	0	0.9958836
0.9799996	-321.5815	1.8	-269.5688	0	0.09274287	0	0.9956901
0.9999996	-321.5638	1.8	-270.0022	0	0.09484572	0	0.995492
1.02	-321.5901	1.8	-270.1386	0	0.09484572	0	0.995492
1.04	-321.5724	1.8	-270.5718	0	0.09694125	0	0.9952901
1.06	-321.555	1.8	-271.0049	0	0.09903108	0	0.9950843
1.08	-321.5378	1.8	-271.4378	0	0.101116	0	0.9948747
1.1	-321.5209	1.8	-271.8705	0	0.1031965	0	0.994661
1.12	-321.5494	1.8	-272.0065	0	0.1031965	0	0.994661
1.14	-321.5325	1.8	-272.439	0	0.1052726	0	0.9944434
1.159999	-321.5157	1.8	-272.8713	0	0.1073446	0	0.9942219
1.179999	-321.4991	1.8	-273.3035	0	0.1094188	0	0.9939957
1.199999	-321.4828	1.8	-273.7355	0	0.1114921	0	0.9937654
1.219999	-321.5136	1.8	-273.8709	0	0.1114921	0	0.9937654
1.239999	-321.4971	1.8	-274.3026	0	0.1135565	0	0.9935315
1.259999	-321.4807	1.8	-274.7342	0	0.1156144	0	0.9932942
1.279999	-321.4646	1.8	-275.1655	0	0.1176671	0	0.9930531
1.299999	-321.4486	1.8	-275.5966	0	0.1197214	0	0.9928076
