#Surfing Trial Path#
#TimeStamp#	#PositionX#	#PositionY#	#PositionZ#	#OrientationX#	#OrientationY#	#OrientationZ#	#OrientationW#	
0	-315	1.8	-315	0.004173137	0.2691919	0.001166443	-0.9630768
0.02	-315	1.8	-315	0.003075233	0.2688699	0.0008584535	-0.9631712
0.04	-315	1.8	-315	0.003075233	0.2688699	0.0008584535	-0.9631712
0.06	-315	1.8	-315	0.003075233	0.2688699	0.0008584535	-0.9631712
0.08	-315	1.8	-315	0.003075233	0.2688699	0.0008584535	-0.9631712
0.09999999	-315	1.8	-315	0.002526314	0.2685586	0.0007043408	-0.9632598
0.12	-315	1.8	-315	0.002526314	0.2685586	0.0007043408	-0.9632598
0.14	-315	1.8	-315	0.002526314	0.2685586	0.0007043408	-0.9632598
0.16	-315	1.8	-315	0.002526314	0.2685586	0.0007043408	-0.9632598
0.18	-315	1.8	-315	0.002526314	0.2685586	0.0007043408	-0.9632598
0.2	-315	1.8	-315	0.002251914	0.2682523	0.0006270658	-0.9633459
0.22	-315	1.8	-315	0.002251914	0.2682523	0.0006270658	-0.9633459
0.24	-315	1.8	-315	0.002251914	0.2682523	0.0006270658	-0.9633459
0.26	-315	1.8	-315	0.002251914	0.2682523	0.0006270658	-0.9633459
0.28	-315	1.8	-315	0.002251914	0.2682523	0.0006270658	-0.9633459
0.3	-315	1.8	-315	0.002114788	0.267949	0.0005881642	-0.9634306
0.32	-315	1.8	-315	0.002114788	0.267949	0.0005881642	-0.9634306
0.34	-315	1.8	-315	0.002114788	0.267949	0.0005881642	-0.9634306
0.36	-315	1.8	-315	0.002114788	0.267949	0.0005881642	-0.9634306
0.38	-315	1.8	-315	0.002114788	0.267949	0.0005881642	-0.9634306
0.4	-315	1.8	-315	0.002046305	0.2676474	0.0005684274	-0.9635146
0.42	-315	1.8	-315	0.002046305	0.2676474	0.0005684274	-0.9635146
0.4400001	-315	1.8	-315	0.002046305	0.2676474	0.0005684274	-0.9635146
0.4600001	-315	1.8	-315	0.002046305	0.2676474	0.0005684274	-0.9635146
0.4800001	-315	1.8	-315	0.002046305	0.2676474	0.0005684274	-0.9635146
0.5000001	-315	1.8	-315	0.002012145	0.2673465	0.0005582617	-0.9635983
0.52	-315	1.8	-315	0.002012145	0.2673465	0.0005582617	-0.9635983
0.54	-315	1.8	-315	0.002012145	0.2673465	0.0005582617	-0.9635983
0.56	-315	1.8	-315	0.002012145	0.2673465	0.0005582617	-0.9635983
0.58	-315	1.8	-315	0.002012145	0.2673465	0.0005582617	-0.9635983
0.6	-315	1.8	-315	0.001995149	0.2670465	0.0005528772	-0.9636815
0.6199999	-315	1.8	-315	0.001995149	0.2670465	0.0005528772	-0.9636815
