#Walking Trial Path#
#TimeStamp#	#PositionX#	#PositionY#	#PositionZ#	#OrientationX#	#OrientationY#	#OrientationZ#	#OrientationW#	
0	-276.1118	1.8	-307.4613	0	-0.001614316	0	0.9999987
0.02	-276.552	1.8	-307.5472	0	-0.001614316	0	0.9999987
0.04	-276.9923	1.8	-307.6331	0	-0.001614316	0	0.9999987
0.06	-277.4325	1.8	-307.719	0	-0.001614316	0	0.9999987
0.08	-277.8728	1.8	-307.8048	0	-0.001614316	0	0.9999987
0.09999999	-278.313	1.8	-307.8907	0	-0.001614316	0	0.9999987
0.12	-278.7533	1.8	-307.9766	0	-0.001614316	0	0.9999987
0.14	-279.1935	1.8	-308.0625	0	-0.001614316	0	0.9999987
0.16	-279.6338	1.8	-308.1483	0	-0.00242147	0	0.9999971
0.18	-280.2204	1.8	-308.265	0	-0.00242147	0	0.9999971
0.2	-280.807	1.8	-308.3816	0	-0.002825044	0	0.9999961
0.22	-281.37	1.8	-308.4939	0	-0.002825044	0	0.9999961
0.24	-281.9331	1.8	-308.6062	0	-0.003026827	0	0.9999955
0.26	-282.4736	1.8	-308.7141	0	-0.003127716	0	0.9999952
0.28	-283.0033	1.8	-308.8199	0	-0.003178157	0	0.999995
0.3	-283.5224	1.8	-308.9236	0	-0.003178157	0	0.999995
0.32	-284.0415	1.8	-309.0273	0	-0.003203374	0	0.9999949
0.34	-284.5399	1.8	-309.1267	0	-0.003203374	0	0.9999949
0.36	-285.0382	1.8	-309.2262	0	-0.00321598	0	0.9999949
0.38	-285.5167	1.8	-309.3216	0	-0.003222279	0	0.9999949
0.4	-285.9856	1.8	-309.415	0	-0.003225426	0	0.9999949
0.42	-286.4451	1.8	-309.5066	0	-0.003225426	0	0.9999949
0.4400001	-286.9046	1.8	-309.5981	0	-0.003226997	0	0.9999949
0.4600001	-287.3457	1.8	-309.6859	0	-0.003227779	0	0.9999949
0.4800001	-287.7781	1.8	-309.7718	0	-0.003227779	0	0.9999949
0.5000001	-288.2104	1.8	-309.8578	0	-0.003228167	0	0.9999949
0.52	-288.6255	1.8	-309.9402	0	-0.003228167	0	0.9999949
0.54	-289.0406	1.8	-310.0227	0	-0.003228358	0	0.9999949
0.56	-289.439	1.8	-310.1018	0	-0.003228358	0	0.9999949
0.58	-289.8375	1.8	-310.1808	0	-0.00322845	0	0.9999949
0.6	-290.2201	1.8	-310.2567	0	-0.003228493	0	0.9999949
0.6199999	-290.595	1.8	-310.331	0	-0.003228512	0	0.9999949
0.6399999	-290.9624	1.8	-310.4037	0	-0.003228512	0	0.9999949
0.6599999	-291.3298	1.8	-310.4765	0	-0.003228518	0	0.9999949
0.6799999	-291.6826	1.8	-310.5462	0	-0.003228518	0	0.9999949
0.6999999	-292.0353	1.8	-310.616	0	-0.003228518	0	0.9999949
0.7199998	-292.3739	1.8	-310.6829	0	-0.003228518	0	0.9999949
0.7399998	-292.7126	1.8	-310.7498	0	-0.003228518	0	0.9999949
0.7599998	-293.0377	1.8	-310.814	0	-0.003228518	0	0.9999949
0.7799998	-293.3628	1.8	-310.8782	0	-0.003228518	0	0.9999949
0.7999998	-293.6749	1.8	-310.9398	0	-0.003228518	0	0.9999949
0.8199998	-293.987	1.8	-311.0013	0	-0.003228518	0	0.9999949
0.8399997	-294.2867	1.8	-311.0603	0	-0.003228518	0	0.9999949
0.8599997	-294.5863	1.8	-311.1194	0	-0.003228518	0	0.9999949
0.8799997	-294.874	1.8	-311.176	0	-0.003228518	0	0.9999949
0.8999997	-295.1616	1.8	-311.2326	0	-0.003228518	0	0.9999949
0.9199997	-295.4378	1.8	-311.2869	0	-0.003228518	0	0.9999949
0.9399996	-295.7085	1.8	-311.3401	0	-0.003228518	0	0.9999949
0.9599996	-295.9791	1.8	-311.3932	0	-0.003228518	0	0.9999949
0.9799996	-296.239	1.8	-311.4443	0	-0.003228518	0	0.9999949
0.9999996	-296.4936	1.8	-311.4942	0	-0.003228518	0	0.9999949
1.02	-296.7482	1.8	-311.5442	0	-0.003228518	0	0.9999949
1.04	-297.0029	1.8	-311.5941	0	-0.003228518	0	0.9999949
1.06	-297.2422	1.8	-311.6411	0	-0.003228518	0	0.9999949
1.08	-297.4768	1.8	-311.687	0	-0.003228518	0	0.9999949
1.1	-297.7114	1.8	-311.733	0	-0.003228518	0	0.9999949
1.12	-297.9366	1.8	-311.777	0	-0.003228518	0	0.9999949
1.14	-298.1619	1.8	-311.8211	0	-0.003228518	0	0.9999949
1.159999	-298.3781	1.8	-311.8634	0	-0.003228518	0	0.9999949
1.179999	-298.59	1.8	-311.9048	0	-0.003228518	0	0.9999949
1.199999	-298.8018	1.8	-311.9462	0	-0.003228518	0	0.9999949
1.219999	-299.0053	1.8	-311.9859	0	-0.003228518	0	0.9999949
1.239999	-299.2087	1.8	-312.0256	0	-0.003228518	0	0.9999949
1.259999	-299.404	1.8	-312.0637	0	-0.003228518	0	0.9999949
1.279999	-299.5993	1.8	-312.1018	0	-0.003228518	0	0.9999949
1.299999	-299.7868	1.8	-312.1383	0	-0.003228518	0	0.9999949
1.319999	-299.9743	1.8	-312.1748	0	-0.003228518	0	0.9999949
1.339999	-300.1543	1.8	-312.2099	0	-0.003228518	0	0.9999949
1.359999	-300.3343	1.8	-312.2449	0	-0.003228518	0	0.9999949
1.379999	-300.5071	1.8	-312.2785	0	-0.003228518	0	0.9999949
1.399999	-300.6799	1.8	-312.3122	0	-0.003228518	0	0.9999949
1.419999	-300.8527	1.8	-312.3458	0	-0.003228518	0	0.9999949
1.439999	-301.0151	1.8	-312.3773	0	-0.003228518	0	0.9999949
1.459999	-301.1743	1.8	-312.4083	0	-0.003228518	0	0.9999949
1.479999	-301.3336	1.8	-312.4392	0	-0.003228518	0	0.9999949
1.499999	-301.4864	1.8	-312.4688	0	-0.003228518	0	0.9999949
1.519999	-301.6392	1.8	-312.4985	0	-0.003228518	0	0.9999949
1.539999	-301.7921	1.8	-312.5282	0	-0.003228518	0	0.9999949
1.559999	-301.9357	1.8	-312.556	0	-0.003228518	0	0.9999949
1.579999	-302.0765	1.8	-312.5833	0	-0.003228518	0	0.9999949
1.599999	-302.2173	1.8	-312.6106	0	-0.003228518	0	0.9999949
1.619999	-302.3525	1.8	-312.6368	0	-0.003228518	0	0.9999949
1.639999	-302.4877	1.8	-312.663	0	-0.003228518	0	0.9999949
1.659999	-302.6174	1.8	-312.6881	0	-0.003228518	0	0.9999949
1.679999	-302.7472	1.8	-312.7132	0	-0.003228518	0	0.9999949
1.699999	-302.8718	1.8	-312.7373	0	-0.003228518	0	0.9999949
