#Walking Trial Path#
#TimeStamp#	#PositionX#	#PositionY#	#PositionZ#	#OrientationX#	#OrientationY#	#OrientationZ#	#OrientationW#	
0	277.0237	1.8	313.579	0	0	0	1
0.02	278.8868	1.8	313.7631	0	0	0	1
0.04	280.7501	1.8	313.9437	0	0	0	1
0.06	281.6138	1.8	314.0935	0	0	0	1
0.08	283.4773	1.8	314.2666	0	0	0	1
0.09999999	285.3409	1.8	314.4354	0	0	0	1
0.12	287.2045	1.8	314.5996	0	0	0	1
0.14	289.0682	1.8	314.7588	0	0	0	1
0.16	289.9319	1.8	314.9086	0	0	0	1
0.18	291.7957	1.8	315.056	0	0	0	1
0.2	293.6594	1.8	315.1966	0	0	0	1
0.22	294.5231	1.8	315.3464	0	0	0	1
0.24	296.3866	1.8	315.4709	0	0	0	1
0.26	298.2497	1.8	315.5858	0	0	0	1
0.28	300.1124	1.8	315.6893	0	0	0	1
0.3	300.9761	1.8	315.8391	0	0	0	1
0.32	302.837	1.8	315.914	0	0	0	1
0.34	304.6964	1.8	315.9701	0	0	0	1
0.36	306.5532	1.8	316.0021	0	0	0	1
0.38	308.4055	1.8	316.0017	0	0	0	1
0.4	309.2693	1.8	316.1516	0	0	0	1
0.42	311.0991	1.8	316.0431	0	0	0	1
0.4400001	311.9628	1.8	316.1929	0	0	0	1
0.4600001	312.8266	1.8	316.3427	0	-0.002469865	0	0.999997
0.4800001	313.476	1.8	316.4385	0	-0.002469865	0	0.999997
0.5000001	314.1254	1.8	316.5343	0	-0.004033722	0	0.9999919
0.52	314.5613	1.8	316.5781	0	-0.005144572	0	0.9999868
0.54	314.7863	1.8	316.5762	0	-0.00602892	0	0.9999819
0.56	314.8591	1.8	316.566	0	-0.00602892	0	0.9999819
0.58	314.9319	1.8	316.5557	0	-0.006800015	0	0.9999769
0.6	314.9322	1.8	316.5548	0	-0.006800015	0	0.9999769
0.6199999	314.9322	1.8	316.5546	0	-0.007514483	0	0.9999718
0.6399999	314.9332	1.8	316.4921	0	-0.008200635	0	0.9999664
0.6599999	314.9342	1.8	316.4296	0	-0.008200635	0	0.9999664
0.6799999	314.9352	1.8	316.3671	0	-0.008872628	0	0.9999607
0.6999999	314.9363	1.8	316.3046	0	-0.009537539	0	0.9999545
0.7199998	314.9375	1.8	316.2421	0	-0.009537539	0	0.9999545
0.7399998	314.9387	1.8	316.1796	0	-0.01019891	0	0.999948
0.7599998	314.94	1.8	316.1171	0	-0.01019891	0	0.999948
0.7799998	314.9413	1.8	316.0546	0	-0.0108585	0	0.9999411
0.7999998	314.9426	1.8	315.9921	0	-0.01151721	0	0.9999337
0.8199998	314.9441	1.8	315.9296	0	-0.01217546	0	0.9999259
0.8399997	314.9456	1.8	315.8672	0	-0.01217546	0	0.9999259
0.8599997	314.9471	1.8	315.8047	0	-0.01283349	0	0.9999177
0.8799997	314.9487	1.8	315.7422	0	-0.01283349	0	0.9999177
0.8999997	314.9503	1.8	315.6797	0	-0.01349141	0	0.999909
0.9199997	314.952	1.8	315.6173	0	-0.01414926	0	0.9998999
0.9399996	314.9538	1.8	315.5548	0	-0.01480708	0	0.9998904
0.9599996	314.9557	1.8	315.4923	0	-0.01480708	0	0.9998904
0.9799996	314.9575	1.8	315.4299	0	-0.01546488	0	0.9998804
0.9999996	314.9594	1.8	315.3674	0	-0.01612267	0	0.9998701
1.02	314.9615	1.8	315.3049	0	-0.01678044	0	0.9998592
1.04	314.9636	1.8	315.2425	0	-0.01678044	0	0.9998592
1.06	314.9657	1.8	315.18	0	-0.01743821	0	0.9998479
1.08	314.9678	1.8	315.1175	0	-0.01808958	0	0.9998364
1.1	314.9701	1.8	315.0551	0	-0.01874413	0	0.9998243
1.12	314.9724	1.8	314.9926	0	-0.01874413	0	0.9998243
1.14	314.9748	1.8	314.9301	0	-0.01940028	0	0.9998118
1.159999	314.9772	1.8	314.8676	0	-0.02005722	0	0.9997988
1.179999	314.9797	1.8	314.8052	0	-0.02071455	0	0.9997854
1.199999	314.9823	1.8	314.7428	0	-0.02071455	0	0.9997854
1.219999	314.9849	1.8	314.6803	0	-0.02137206	0	0.9997716
1.239999	314.9876	1.8	314.6179	0	-0.02202968	0	0.9997573
1.259999	314.9903	1.8	314.5555	0	-0.02268733	0	0.9997426
1.279999	314.9932	1.8	314.493	0	-0.02268733	0	0.9997426
1.299999	314.996	1.8	314.4306	0	-0.02334499	0	0.9997275
1.319999	314.9989	1.8	314.3681	0	-0.02400266	0	0.9997119
1.339999	315.0019	1.8	314.3057	0	-0.02400266	0	0.9997119
1.359999	315.0049	1.8	314.2433	0	-0.02466032	0	0.9996959
1.379999	315.008	1.8	314.1808	0	-0.02531798	0	0.9996794
1.399999	315.0112	1.8	314.1184	0	-0.02596923	0	0.9996628
1.419999	315.0144	1.8	314.056	0	-0.02662367	0	0.9996455
1.439999	315.0177	1.8	313.9936	0	-0.02793651	0	0.9996097
1.459999	315.0212	1.8	313.9312	0	-0.02859371	0	0.9995911
1.479999	315.0248	1.8	313.8688	0	-0.0292511	0	0.9995721
1.499999	315.0284	1.8	313.8064	0	-0.02990858	0	0.9995527
1.519999	315.0322	1.8	313.744	0	-0.03122362	0	0.9995124
1.539999	315.036	1.8	313.6816	0	-0.03188115	0	0.9994917
1.559999	315.04	1.8	313.6192	0	-0.03253227	0	0.9994707
1.579999	315.0441	1.8	313.5569	0	-0.03318658	0	0.9994492
1.599999	315.0482	1.8	313.4945	0	-0.03384247	0	0.9994272
1.619999	315.0525	1.8	313.4321	0	-0.03515622	0	0.9993818
1.639999	315.0569	1.8	313.3698	0	-0.03581347	0	0.9993585
1.659999	315.0613	1.8	313.3074	0	-0.03647081	0	0.9993348
1.679999	315.0659	1.8	313.2451	0	-0.03712818	0	0.9993106
1.699999	315.0705	1.8	313.1828	0	-0.03778556	0	0.9992859
1.719999	315.0753	1.8	313.1205	0	-0.0391003	0	0.9992353
1.739999	315.0801	1.8	313.0581	0	-0.03975765	0	0.9992094
1.759999	315.0851	1.8	312.9958	0	-0.04041499	0	0.999183
1.779999	315.0901	1.8	312.9335	0	-0.0410723	0	0.9991562
1.799999	315.0953	1.8	312.8712	0	-0.0417296	0	0.9991289
1.819999	315.1005	1.8	312.809	0	-0.04304415	0	0.9990732
1.839999	315.1059	1.8	312.7467	0	-0.04370139	0	0.9990447
1.859999	315.1113	1.8	312.6844	0	-0.04435862	0	0.9990157
1.879999	315.1169	1.8	312.6222	0	-0.04501583	0	0.9989863
1.899999	315.1225	1.8	312.5599	0	-0.04567301	0	0.9989564
1.919999	315.1282	1.8	312.4977	0	-0.04698733	0	0.9988955
1.939999	315.1341	1.8	312.4354	0	-0.04764446	0	0.9988644
1.959999	315.14	1.8	312.3732	0	-0.04830157	0	0.9988328
1.979999	315.1461	1.8	312.311	0	-0.04895866	0	0.9988008
1.999999	315.1522	1.8	312.2488	0	-0.04961572	0	0.9987684
2.019999	315.1584	1.8	312.1866	0	-0.05027277	0	0.9987355
2.039999	315.1646	1.8	312.1244	0	-0.05158679	0	0.9986686
2.059999	315.1711	1.8	312.0622	0	-0.05224377	0	0.9986344
2.079999	315.1776	1.8	312.0001	0	-0.05290072	0	0.9985998
2.099999	315.1842	1.8	311.9379	0	-0.05355766	0	0.9985648
2.119999	315.1909	1.8	311.8758	0	-0.05421457	0	0.9985293
2.139999	315.1977	1.8	311.8136	0	-0.05552832	0	0.9984571
2.159999	315.2046	1.8	311.7515	0	-0.05618515	0	0.9984204
2.179999	315.2116	1.8	311.6894	0	-0.05684197	0	0.9983832
2.199999	315.2187	1.8	311.6273	0	-0.05749236	0	0.998346
2.219999	315.2259	1.8	311.5652	0	-0.05813954	0	0.9983085
2.239999	315.2331	1.8	311.5031	0	-0.05813954	0	0.9983085
2.259999	315.2285	1.8	311.4594	0	-0.05813954	0	0.9983085
2.279999	315.2213	1.8	311.4207	0	-0.05813954	0	0.9983085
2.299999	315.2141	1.8	311.3843	0	-0.05813954	0	0.9983085
2.319999	315.205	1.8	311.3488	0	-0.05813954	0	0.9983085
2.339998	315.196	1.8	311.3133	0	-0.05813954	0	0.9983085
2.359998	315.186	1.8	311.2772	0	-0.05813954	0	0.9983085
2.379998	315.176	1.8	311.241	0	-0.05813954	0	0.9983085
2.399998	315.2029	1.8	311.2641	0	-0.05813954	0	0.9983085
2.419998	315.2299	1.8	311.2871	0	-0.05813954	0	0.9983085
2.439998	315.3063	1.8	311.4168	0	-0.05813954	0	0.9983085
2.459998	315.4149	1.8	311.6282	0	-0.05813954	0	0.9983085
2.479998	315.5388	1.8	311.8413	0	-0.05813954	0	0.9983085
2.499998	315.6782	1.8	312.0562	0	-0.05813954	0	0.9983085
2.519998	315.839	1.8	312.2739	0	-0.05813954	0	0.9983085
2.539998	315.9998	1.8	312.4915	0	-0.05813954	0	0.9983085
2.559998	316.1708	1.8	312.7107	0	-0.05813954	0	0.9983085
2.579998	316.3445	1.8	312.9305	0	-0.05813954	0	0.9983085
2.599998	316.5185	1.8	313.1505	0	-0.05813954	0	0.9983085
2.619998	316.6924	1.8	313.3705	0	-0.05813954	0	0.9983085
2.639998	316.8664	1.8	313.5904	0	-0.05813954	0	0.9983085
2.659998	317.0403	1.8	313.8104	0	-0.05813954	0	0.9983085
2.679998	317.2143	1.8	314.0304	0	-0.05813954	0	0.9983085
2.699998	317.3882	1.8	314.2503	0	-0.05813954	0	0.9983085
2.719998	317.5622	1.8	314.4703	0	-0.05813954	0	0.9983085
2.739998	317.7361	1.8	314.6903	0	-0.05813954	0	0.9983085
2.759998	317.9101	1.8	314.9102	0	-0.05813954	0	0.9983085
2.779998	318.084	1.8	315.1302	0	-0.05813954	0	0.9983085
2.799998	318.258	1.8	315.3502	0	-0.05813954	0	0.9983085
2.819998	318.4319	1.8	315.5702	0	-0.05813954	0	0.9983085
2.839998	318.6059	1.8	315.7901	0	-0.05813954	0	0.9983085
2.859998	318.7798	1.8	316.0101	0	-0.05813954	0	0.9983085
2.879998	318.9538	1.8	316.2301	0	-0.05813954	0	0.9983085
2.899998	319.1254	1.8	316.4485	0	-0.05813954	0	0.9983085
2.919998	319.297	1.8	316.667	0	-0.05813954	0	0.9983085
